iteration 1000, accuracy:0.40484234234234234, max accuracy:0.40484234234234234, loss:72.21358489990234, min Loss:72.21358489990234
iteration 2000, accuracy:0.4144144144144144, max accuracy:0.4144144144144144, loss:38.10000228881836, min Loss:38.10000228881836
iteration 3000, accuracy:0.4239864864864865, max accuracy:0.4239864864864865, loss:24.78935432434082, min Loss:24.78935432434082
iteration 4000, accuracy:0.42680180180180183, max accuracy:0.42680180180180183, loss:18.539871215820312, min Loss:18.53424072265625
iteration 5000, accuracy:0.44594594594594594, max accuracy:0.44594594594594594, loss:15.538259506225586, min Loss:15.505276679992676
iteration 6000, accuracy:0.44538288288288286, max accuracy:0.44594594594594594, loss:13.91499137878418, min Loss:13.849987983703613
iteration 7000, accuracy:0.44594594594594594, max accuracy:0.44594594594594594, loss:12.772876739501953, min Loss:12.670106887817383
iteration 8000, accuracy:0.44988738738738737, max accuracy:0.44988738738738737, loss:11.885123252868652, min Loss:11.878064155578613
iteration 9000, accuracy:0.4572072072072072, max accuracy:0.4572072072072072, loss:11.25690746307373, min Loss:11.251617431640625
iteration 10000, accuracy:0.46621621621621623, max accuracy:0.46621621621621623, loss:10.76284408569336, min Loss:10.736288070678711
iteration 11000, accuracy:0.4634009009009009, max accuracy:0.46621621621621623, loss:10.400833129882812, min Loss:10.305276870727539
iteration 12000, accuracy:0.4617117117117117, max accuracy:0.46621621621621623, loss:10.131648063659668, min Loss:9.918797492980957
iteration 13000, accuracy:0.46903153153153154, max accuracy:0.46903153153153154, loss:11.39607048034668, min Loss:9.578179359436035
iteration 14000, accuracy:0.45045045045045046, max accuracy:0.46903153153153154, loss:10.629916191101074, min Loss:9.274713516235352
iteration 15000, accuracy:0.4797297297297297, max accuracy:0.4797297297297297, loss:8.998185157775879, min Loss:8.995339393615723
iteration 16000, accuracy:0.4831081081081081, max accuracy:0.4831081081081081, loss:8.804908752441406, min Loss:8.742058753967285
iteration 17000, accuracy:0.48930180180180183, max accuracy:0.48930180180180183, loss:8.517946243286133, min Loss:8.516986846923828
iteration 18000, accuracy:0.48930180180180183, max accuracy:0.48930180180180183, loss:8.449039459228516, min Loss:8.318333625793457
iteration 19000, accuracy:0.49493243243243246, max accuracy:0.49493243243243246, loss:8.725346565246582, min Loss:8.137267112731934
iteration 20000, accuracy:0.4971846846846847, max accuracy:0.4971846846846847, loss:8.031058311462402, min Loss:7.957735061645508
iteration 21000, accuracy:0.4988738738738739, max accuracy:0.4988738738738739, loss:7.821171283721924, min Loss:7.795190811157227
