iteration 1000, accuracy:0.4154696132596685, max accuracy:0.4154696132596685, loss:53.044437408447266, min Loss:53.044437408447266
iteration 2000, accuracy:0.4419889502762431, max accuracy:0.4419889502762431, loss:25.003263473510742, min Loss:25.003263473510742
iteration 3000, accuracy:0.46574585635359117, max accuracy:0.46574585635359117, loss:19.1793155670166, min Loss:19.127639770507812
iteration 4000, accuracy:0.49171270718232046, max accuracy:0.49171270718232046, loss:15.956619262695312, min Loss:15.84512996673584
iteration 5000, accuracy:0.4988950276243094, max accuracy:0.4988950276243094, loss:13.733907699584961, min Loss:13.701098442077637
iteration 6000, accuracy:0.5104972375690607, max accuracy:0.5104972375690607, loss:12.52243423461914, min Loss:12.196846008300781
iteration 7000, accuracy:0.5243093922651934, max accuracy:0.5243093922651934, loss:11.0584716796875, min Loss:11.037086486816406
iteration 8000, accuracy:0.5348066298342542, max accuracy:0.5348066298342542, loss:10.212636947631836, min Loss:10.175732612609863
iteration 9000, accuracy:0.5430939226519337, max accuracy:0.5430939226519337, loss:9.480315208435059, min Loss:9.4525146484375
iteration 10000, accuracy:0.556353591160221, max accuracy:0.556353591160221, loss:8.874691009521484, min Loss:8.863973617553711
iteration 11000, accuracy:0.5602209944751381, max accuracy:0.5602209944751381, loss:8.4428129196167, min Loss:8.346999168395996
iteration 12000, accuracy:0.5646408839779006, max accuracy:0.5646408839779006, loss:8.075858116149902, min Loss:7.956295013427734
iteration 13000, accuracy:0.5640883977900553, max accuracy:0.5646408839779006, loss:7.969268321990967, min Loss:7.565799236297607
iteration 14000, accuracy:0.5790055248618785, max accuracy:0.5790055248618785, loss:7.67545223236084, min Loss:7.222577095031738
iteration 15000, accuracy:0.5911602209944752, max accuracy:0.5911602209944752, loss:6.920417308807373, min Loss:6.920417308807373
iteration 16000, accuracy:0.5845303867403315, max accuracy:0.5911602209944752, loss:7.832796096801758, min Loss:6.651772975921631
iteration 17000, accuracy:0.598342541436464, max accuracy:0.598342541436464, loss:6.4710612297058105, min Loss:6.423011779785156
iteration 18000, accuracy:0.594475138121547, max accuracy:0.598342541436464, loss:6.239709377288818, min Loss:6.212657451629639
iteration 19000, accuracy:0.6038674033149172, max accuracy:0.6038674033149172, loss:6.587259292602539, min Loss:6.0246148109436035
iteration 20000, accuracy:0.6027624309392265, max accuracy:0.6038674033149172, loss:6.0599846839904785, min Loss:5.826737403869629
iteration 21000, accuracy:0.6088397790055249, max accuracy:0.6088397790055249, loss:5.724607944488525, min Loss:5.669449329376221
iteration 22000, accuracy:0.598342541436464, max accuracy:0.6088397790055249, loss:5.718348026275635, min Loss:5.50284481048584
iteration 23000, accuracy:0.611049723756906, max accuracy:0.611049723756906, loss:5.478203773498535, min Loss:5.366921424865723
iteration 24000, accuracy:0.6005524861878453, max accuracy:0.611049723756906, loss:5.801754474639893, min Loss:5.247279167175293
iteration 25000, accuracy:0.6138121546961326, max accuracy:0.6138121546961326, loss:5.4762678146362305, min Loss:5.097614288330078
iteration 26000, accuracy:0.6104972375690608, max accuracy:0.6138121546961326, loss:5.282097816467285, min Loss:5.005244255065918
iteration 27000, accuracy:0.6160220994475138, max accuracy:0.6160220994475138, loss:5.072093963623047, min Loss:4.880581378936768
iteration 28000, accuracy:0.6215469613259669, max accuracy:0.6215469613259669, loss:4.843410968780518, min Loss:4.7688751220703125
iteration 29000, accuracy:0.6044198895027625, max accuracy:0.6215469613259669, loss:5.375148773193359, min Loss:4.67380428314209
iteration 30000, accuracy:0.6198895027624309, max accuracy:0.6215469613259669, loss:4.7866644859313965, min Loss:4.567058086395264
iteration 31000, accuracy:0.6265193370165746, max accuracy:0.6265193370165746, loss:4.495363712310791, min Loss:4.486922740936279
iteration 32000, accuracy:0.6325966850828729, max accuracy:0.6325966850828729, loss:4.418090343475342, min Loss:4.398670196533203
iteration 33000, accuracy:0.6204419889502762, max accuracy:0.6325966850828729, loss:4.602859020233154, min Loss:4.318258762359619
iteration 34000, accuracy:0.605524861878453, max accuracy:0.6325966850828729, loss:4.829777240753174, min Loss:4.242758274078369
iteration 35000, accuracy:0.6342541436464089, max accuracy:0.6342541436464089, loss:4.181246280670166, min Loss:4.169010639190674
