iteration 1000, accuracy:0.43671354552183567, max accuracy:0.43671354552183567, loss:85.65901947021484, min Loss:85.65901947021484
iteration 2000, accuracy:0.45595854922279794, max accuracy:0.45595854922279794, loss:31.18794822692871, min Loss:31.04438591003418
iteration 3000, accuracy:0.48038490007401924, max accuracy:0.48038490007401924, loss:17.819421768188477, min Loss:17.813283920288086
iteration 4000, accuracy:0.49222797927461137, max accuracy:0.49222797927461137, loss:14.341158866882324, min Loss:14.037866592407227
iteration 5000, accuracy:0.5188749074759438, max accuracy:0.5188749074759438, loss:12.10981273651123, min Loss:12.075570106506348
iteration 6000, accuracy:0.533678756476684, max accuracy:0.533678756476684, loss:10.844346046447754, min Loss:10.844346046447754
iteration 7000, accuracy:0.536639526276832, max accuracy:0.536639526276832, loss:10.404419898986816, min Loss:10.0396728515625
iteration 8000, accuracy:0.5440414507772021, max accuracy:0.5440414507772021, loss:9.573890686035156, min Loss:9.353653907775879
iteration 9000, accuracy:0.5588452997779423, max accuracy:0.5588452997779423, loss:8.923487663269043, min Loss:8.83544635772705
iteration 10000, accuracy:0.5603256846780162, max accuracy:0.5603256846780162, loss:8.525649070739746, min Loss:8.430604934692383
iteration 11000, accuracy:0.5692079940784603, max accuracy:0.5692079940784603, loss:8.100037574768066, min Loss:8.042015075683594
iteration 12000, accuracy:0.5766099185788305, max accuracy:0.5766099185788305, loss:8.117386817932129, min Loss:7.74391508102417
iteration 13000, accuracy:0.5795706883789785, max accuracy:0.5795706883789785, loss:7.439542770385742, min Loss:7.43674898147583
iteration 14000, accuracy:0.5921539600296077, max accuracy:0.5921539600296077, loss:7.19468355178833, min Loss:7.19468355178833
iteration 15000, accuracy:0.5766099185788305, max accuracy:0.5921539600296077, loss:7.5091376304626465, min Loss:6.9851555824279785
iteration 16000, accuracy:0.6017764618800888, max accuracy:0.6017764618800888, loss:6.7842020988464355, min Loss:6.769303321838379
iteration 17000, accuracy:0.5795706883789785, max accuracy:0.6017764618800888, loss:7.214860439300537, min Loss:6.6126298904418945
iteration 18000, accuracy:0.5995558845299778, max accuracy:0.6017764618800888, loss:6.612360954284668, min Loss:6.466303825378418
iteration 19000, accuracy:0.6025166543301258, max accuracy:0.6025166543301258, loss:6.521108627319336, min Loss:6.324496269226074
iteration 20000, accuracy:0.6069578090303479, max accuracy:0.6069578090303479, loss:6.333977222442627, min Loss:6.224966526031494
iteration 21000, accuracy:0.5906735751295337, max accuracy:0.6069578090303479, loss:6.416877269744873, min Loss:6.077495574951172
iteration 22000, accuracy:0.6113989637305699, max accuracy:0.6113989637305699, loss:6.340601921081543, min Loss:5.976262092590332
iteration 23000, accuracy:0.615099925980755, max accuracy:0.615099925980755, loss:6.027924537658691, min Loss:5.869631290435791
iteration 24000, accuracy:0.6084381939304219, max accuracy:0.615099925980755, loss:6.237006187438965, min Loss:5.784905433654785
iteration 25000, accuracy:0.6210214655810511, max accuracy:0.6210214655810511, loss:5.700943470001221, min Loss:5.69903564453125
iteration 26000, accuracy:0.6262028127313102, max accuracy:0.6262028127313102, loss:5.674936771392822, min Loss:5.617376327514648
iteration 27000, accuracy:0.6247224278312361, max accuracy:0.6262028127313102, loss:5.5766425132751465, min Loss:5.551342487335205
iteration 28000, accuracy:0.6350851221317543, max accuracy:0.6350851221317543, loss:5.619352340698242, min Loss:5.450301647186279
iteration 29000, accuracy:0.6365655070318282, max accuracy:0.6365655070318282, loss:5.39600944519043, min Loss:5.382473945617676
iteration 30000, accuracy:0.6350851221317543, max accuracy:0.6365655070318282, loss:5.323954105377197, min Loss:5.311382293701172
iteration 31000, accuracy:0.6410066617320503, max accuracy:0.6410066617320503, loss:5.382604598999023, min Loss:5.26008939743042
iteration 32000, accuracy:0.6395262768319763, max accuracy:0.6410066617320503, loss:5.347701072692871, min Loss:5.1928300857543945
iteration 33000, accuracy:0.6343449296817173, max accuracy:0.6410066617320503, loss:5.454527854919434, min Loss:5.138916969299316
iteration 34000, accuracy:0.6269430051813472, max accuracy:0.6410066617320503, loss:5.445400714874268, min Loss:5.072700023651123
iteration 35000, accuracy:0.6461880088823094, max accuracy:0.6461880088823094, loss:5.040945529937744, min Loss:5.0289692878723145
iteration 36000, accuracy:0.6484085862324205, max accuracy:0.6484085862324205, loss:5.036584377288818, min Loss:4.988276958465576
iteration 37000, accuracy:0.6535899333826795, max accuracy:0.6535899333826795, loss:4.979615211486816, min Loss:4.929050445556641
