0,[-0.5056,-0.0132,-0.4744,-1.4373,-0.3042,-0.3333, 0.    , 0.    ],[-2.6306,-2.9943,-4.392 ,-4.2648],[-0.5105,-0.0457,-0.469 ,-1.449 ,-0.3213,-0.342 , 0.1667, 0.0833],-0.9166
2,[-0.5412,-0.0749,-0.4828,-0.5417,-0.4027,-0.6267, 1.    , 0.    ],[-5.9406,-2.0162, 0.6773,-1.6445],[-0.5464,-0.086 ,-0.5082,-0.4992,-0.4183,-0.3126, 0.9   , 0.    ],-1.2065
3,[-0.4394,-0.0212,-0.3446,-1.0686,-0.3515,-0.8188, 1.    , 1.    ],[ 0.    , 0.    , 0.    ,-2.2135],[-0.4409,-0.0346,-0.1159,-0.5152,-0.3588, 0.0111, 1.    , 1.    ],-66.0783
4,[-0.6833, 0.0145,-0.4117,-0.7563,-0.3703,-0.1658, 0.    , 0.    ],[-2.205 ,-3.4641,-3.4275,-0.7727],[-0.6875,-0.0029,-0.4063,-0.774 ,-0.3778,-0.1541, 0.2105, 0.    ],-0.4233
6,[-0.5739,-0.0442,-0.4703,-0.7667,-0.3874,-0.1536, 1.    , 0.    ],[ 0.    ,-2.2593,-0.0376,-1.5634],[-0.5796,-0.0584,-0.5672,-0.6279,-0.38  , 0.2263, 1.    , 0.2   ],-17.7007
8,[-0.4962, 0.047 ,-0.3972,-1.1997,-0.256 , 0.0312, 0.    , 0.    ],[-0.8469,-1.8676, 0.    ,-0.8825],[-0.5002, 0.0194,-0.3998,-1.2258,-0.2539, 0.0425, 0.    , 0.    ],-2.5861
10,[-0.5766,-0.1363,-0.5853,-0.8088,-0.4068, 0.1164, 1.    , 0.    ],[-2.2239,-0.2084, 0.1137,-1.7568],[-0.5828,-0.1506,-0.6651,-0.6388,-0.3569, 0.9743, 1.    , 0.    ],-18.4742
14,[-0.555 ,-0.1174,-0.5844,-0.5456,-0.3366, 0.7781, 1.    , 0.    ],[-0.3437,-1.4537,-0.6013,-2.684 ],[-0.5607,-0.1276,-0.6332,-0.4273,-0.2689, 1.443 , 0.8889, 0.    ],-21.3772
16,[-0.6068,-0.006 ,-0.3968,-0.8795,-0.1794,-0.619 , 0.    , 0.    ],[-2.3914,-1.2388, 0.    ,-3.6701],[-0.6107,-0.025 ,-0.3563,-0.8495,-0.2111,-0.5777, 0.25  , 0.25  ],-26.4952
17,[-0.6258, 0.0444,-0.3196,-0.6864,-0.0822,-0.6329, 0.    , 1.    ],[ 0.    , 0.    ,-4.6771,-1.7108],[-0.629 , 0.0308,-0.2291,-0.5685,-0.1519,-1.6606, 0.    , 0.8   ],-42.4301
18,[-0.8539, 0.0093,-0.5821,-0.5118,-0.0169,-0.3876, 1.    , 0.    ],[-2.0001, 0.    , 0.    , 0.    ],[-0.8593, 0.0032,-0.4733,-0.1225,-0.0399, 0.0036, 1.    , 0.    ],-50.0195
19,[-0.3761,-0.0207,-0.2771,-0.4787,-0.1112,-1.2509, 1.    , 1.    ],[-2.1619,-2.2117,-2.2775,-1.8218],[-0.3792,-0.0299,-0.2266,-0.3658,-0.1553,-1.3473, 1.    , 1.    ],-36.9596
20,[-0.4919, 0.0661,-0.3867,-1.0414,-0.0822,-0.0858, 0.    , 0.    ],[-4.1238,-3.5724,-3.8698,-4.5648],[-0.4958, 0.0429,-0.3916,-1.0009,-0.081 , 0.1888, 0.2222, 0.1667],-3.7313
21,[-0.4472, 0.0385,-0.3191,-0.8059,-0.0421,-0.0624, 0.    , 1.    ],[-1.6659, 0.    , 0.    ,-2.002 ],[-0.45  , 0.0209,-0.2615,-0.7858,-0.0627,-0.4154, 0.5   , 1.    ],6.629
22,[-0.4391,-0.0262,-0.3054,-0.8269,-0.1173,-0.0801, 1.    , 0.    ],[-1.3393,-2.2173,-2.4727,-1.4124],[-0.4423,-0.0441,-0.3275,-0.7935,-0.1076, 0.1945, 1.    , 0.2   ],4.9591
23,[-0.5193,-0.066 ,-0.53  ,-1.2933,-0.0781,-0.1178, 1.    , 1.    ],[0.,0.,0.,0.],[-5.2350e-01,-8.6359e-02,-3.9092e-02, 2.0352e-03,-1.3694e-01,-8.2638e-08,
  1.0000e+00, 1.0000e+00],-100.
