2,[-0.7673,-0.2638,-0.2826,-0.3665,-0.3429,-0.2883, 1.    , 0.    ],[-2.5493, 1.1707,-1.1401,-3.2299],[-0.7705,-0.2716,-0.3209,-0.3494,-0.3381, 0.0944, 1.    , 0.    ],-1.2784
10,[-0.7705,-0.2716,-0.3209,-0.3494,-0.3381, 0.0944, 1.    , 0.    ],[-1.9956,-2.2596, 0.4869,-0.0229],[-0.7735,-0.2786,-0.3231,-0.3026,-0.3159, 0.4451, 1.    , 0.    ],4.584
14,[-0.7749,-0.2817,-0.3199,-0.2874,-0.2956, 0.6289, 1.    , 0.    ],[-5.7574,-2.7465, 1.6223,-4.0151],[-0.7776,-0.2877,-0.3218,-0.2603,-0.2493, 0.9266, 1.    , 0.    ],5.4754
29,[-0.7865,-0.3069,-0.317 ,-0.262 ,-0.0496, 1.1938, 0.    , 1.    ],[0.   ,0.   ,0.731,0.   ],[-0.7884,-0.311 ,-0.2496,-0.1811,-0.0061, 0.8566, 0.    , 1.    ],14.0153
30,[-0.7152,-0.2363,-0.269 ,-0.2679,-0.0746, 0.5195, 1.    , 0.    ],[-5.9151,-5.87  ,-4.4853,-6.3891],[-0.7176,-0.241 ,-0.287 ,-0.2072,-0.0303, 0.8857, 1.    , 0.    ],6.3111
34,[-0.6232,-0.2496,-0.4398,-0.2511, 0.2346,-0.6919, 1.    , 0.    ],[-3.2224,-2.0732,-3.6496,-3.5653],[-0.6278,-0.2545,-0.4535,-0.2138, 0.2202,-0.2884, 1.    , 0.    ],1.0371
36,[-0.5796, 0.0353,-0.2506,-0.3422, 0.0907,-0.0292, 0.    , 0.    ],[-8.5348,-3.6349,-5.8579,-8.8058],[-0.5822, 0.027 ,-0.2614,-0.3694, 0.0914, 0.0142, 0.    , 0.    ],-3.1555
37,[-0.5901,-0.0015,-0.2532,-0.4482, 0.0944,-0.0191, 0.    , 1.    ],[-1.8241,-0.3292,-2.139 ,-2.2659],[-0.5922,-0.0111,-0.2025,-0.4256, 0.0798,-0.2939, 0.    , 1.    ],5.5516
40,[-0.5797, 0.0339,-0.2641,-0.3428, 0.0925, 0.0252, 0.    , 0.    ],[ -8.1403, -9.4382,-11.1121, -8.4106],[-0.5823, 0.0256,-0.2611,-0.3692, 0.0932, 0.0131, 0.    , 0.1667],-0.5932
48,[-0.609 ,-0.2322,-0.3716,-0.2634, 0.4006,-1.5042, 0.    , 0.    ],[-2.5023,-3.8972,-6.0368,-3.5874],[-0.6137,-0.238 ,-0.4013,-0.2432, 0.3254,-1.503 , 1.    , 0.    ],15.1798
49,[-0.5866,-0.2037,-0.3363,-0.275 , 0.7322,-0.6173, 0.    , 1.    ],[-9.7491,-7.8929,-7.4827,-8.5029],[-0.591 ,-0.2091,-0.4095,-0.2193, 0.6848,-0.9494, 0.    , 1.    ],0.8427
53,[-0.583 ,-0.1972,-0.3429,-0.2932, 0.7631,-0.2262, 0.    , 1.    ],[-5.7107,-6.1198,-5.5318,-4.0843],[-0.5866,-0.2037,-0.3363,-0.275 , 0.7322,-0.6173, 0.    , 1.    ],4.1734
56,[-0.5348,-0.2436,-0.7298,-0.2621, 0.421 , 0.1486, 0.    , 0.    ],[-10.4369, -8.3481, -8.3321, -4.6303],[-0.5425,-0.2487,-0.7695,-0.2267, 0.4211, 0.002 , 0.    , 1.    ],6.0995
57,[-0.5795,-0.1905,-0.3444,-0.3116, 0.7744, 0.1588, 0.    , 1.    ],[-4.9815,-2.0608,-5.5568,-2.2258],[-0.583 ,-0.1972,-0.3429,-0.2932, 0.7631,-0.2262, 0.    , 1.    ],1.883
60,[-0.6324,-0.1773,-0.3123,-0.324 , 0.512 , 0.5171, 0.    , 0.    ],[-12.1516, -0.7055,-11.3819, -3.0044],[-0.6353,-0.1847,-0.3116,-0.3376, 0.5373, 0.5063, 0.    , 0.2727],-1.2582
61,[-0.6546,-0.2008,-0.2975,-0.3427, 0.5354, 0.4239, 0.    , 1.    ],[  7.3091, -8.2017,-11.3333, -8.5204],[-0.6562,-0.2055,-0.1889,-0.219 , 0.5515, 0.3018, 0.    , 1.    ],13.8866
65,[-0.6741,-0.256 ,-0.3953,-0.1029,-0.3617,-0.6488, 0.    , 1.    ],[0.1257,0.    ,2.397 ,0.3989],[-0.6781,-0.2577,-0.3684,-0.0859,-0.3904,-0.5735, 0.1667, 1.    ],0.9149
66,[-0.667 ,-0.2517,-0.4   ,-0.1751,-0.4085,-0.7084, 1.    , 0.    ],[-4.241 ,-3.1812,-4.3138, 2.9565],[-0.6709,-0.255 ,-0.3554,-0.1588,-0.4454,-0.7377, 1.    , 1.    ],10.5368
67,[-0.6794,-0.2483,-0.4355,-0.1068,-0.3187,-0.6388, 1.    , 1.    ],[-0.1105, 0.2276, 0.464 , 0.3088],[-0.6839,-0.2501,-0.422 ,-0.0822,-0.3413,-0.4506, 0.6667, 0.8333],-5.8933
71,[-0.6957,-0.2417,-0.4082,-0.017 ,-0.3007,-0.1579, 1.    , 1.    ],[0.    ,0.1274,0.    ,0.    ],[-0.6996,-0.2415,-0.3918, 0.0047,-0.3055,-0.0969, 1.    , 1.    ],0.7847
80,[-0.6662,-0.2013,-0.5197,-0.0658,-0.0746,-0.5259, 0.    , 0.    ],[ 6.3253,-3.3262,-2.4989,-4.4977],[-0.6717,-0.2033,-0.5191,-0.0866,-0.0995,-0.4977, 0.2222, 0.1111],0.0375
81,[-0.6605,-0.2009,-0.3944,-0.0756,-0.1508,-0.6762, 0.    , 1.    ],[-0.2898, 1.9881,-0.8839,-2.3019],[-0.6648,-0.2029,-0.3993,-0.0912,-0.1848,-0.6788, 0.25  , 0.875 ],-3.4037
82,[-0.6705,-0.1891,-0.5223,-0.0926,-0.0689,-0.4262, 1.    , 0.    ],[-0.4046,-1.5931,-2.2554,-3.4337],[-0.6759,-0.1916,-0.5229,-0.1085,-0.0851,-0.3225, 1.    , 0.2   ],-0.5839
83,[-0.6624,-0.1963,-0.4522,-0.0576,-0.1064,-0.4618, 1.    , 1.    ],[-3.1865,-2.232 , 4.3463,-3.116 ],[-0.6671,-0.1973,-0.4461,-0.0439,-0.1292,-0.4558, 0.8571, 0.8571],-5.0644
84,[-0.6429,-0.087 ,-0.2966,-0.0371,-0.0849,-0.0819, 0.    , 0.    ],[0.2031,0.0302,0.3126,5.0948],[-0.6458,-0.0883,-0.2855,-0.0586,-0.0863,-0.0291, 0.1667, 0.1667],3.6477
86,[-0.6928,-0.146 ,-0.5085,-0.1243,-0.0906,-0.1743, 1.    , 0.    ],[-1.3148,-1.1416,-1.2185,-0.9817],[-0.6979,-0.1485,-0.5087,-0.1126,-0.0889, 0.0345, 0.5   , 0.25  ],-2.7556
87,[-0.6675, 0.0178,-0.2837,-0.0319,-0.0771,-0.2122, 1.    , 1.    ],[ 0.3772, 0.0667,-0.4947,-0.3219],[-0.6704, 0.0171,-0.281 ,-0.0295,-0.0872,-0.201 , 0.9286, 1.    ],-1.7503
89,[-0.6656,-0.1349,-0.4356,-0.0689,-0.0679, 0.1467, 0.    , 1.    ],[-0.0362, 0.7149, 0.2232, 0.    ],[-0.6696,-0.1353,-0.4133,-0.0181,-0.0592, 0.1732, 0.    , 1.    ],2.8427
90,[-0.6818,-0.1711,-0.4057,-0.0754,-0.0836, 0.1811, 1.    , 0.    ],[ 0.1376, 0.9202,-2.5047,-0.8801],[-0.6856,-0.1726,-0.3881,-0.0655,-0.0692, 0.2887, 1.    , 0.4   ],6.8979
91,[-0.5556,-0.0956,-0.2533,-0.0273,-0.0357, 0.1317, 1.    , 1.    ],[ 0.3861, 0.2602,-2.1077,-1.556 ],[-0.558 ,-0.0958,-0.2466,-0.0093,-0.0321, 0.0716, 1.    , 1.    ],0.8951
93,[-0.7085,-0.2909,-0.5258,-0.024 ,-0.0694, 0.2704, 0.    , 1.    ],[ 0.    , 0.    ,-0.0453, 0.    ],[-0.7132,-0.2898,-0.4781, 0.0497,-0.0587, 0.2133, 0.    , 0.    ],-5.0633
94,[-0.7469,-0.2464,-0.3455,-0.1823,-0.1217, 0.8647, 1.    , 0.    ],[-2.7448,-5.905 ,-5.4964,-5.5956],[-0.7498,-0.2507,-0.3322,-0.184 ,-0.0771, 0.8923, 0.6667, 0.3333],4.5567
95,[-0.7191,-0.2054,-0.5358,-0.1   ,-0.0933, 0.6427, 1.    , 1.    ],[-0.5582,-4.4841, 2.251 , 1.6638],[-0.7235,-0.2064,-0.4669,-0.0439,-0.0671, 0.5214, 1.    , 0.75  ],6.9009
96,[-0.6234,-0.1544,-0.4847,-0.0455, 0.1352,-0.4859, 0.    , 0.    ],[ 0.2886,-5.5543,-3.3004,-3.429 ],[-0.6285,-0.1554,-0.4886,-0.0409, 0.1112,-0.4804, 0.0909, 0.0227],1.9711
