512,[-0.5205, 0.0435, 0.2363,-0.265 ,-0.4157,-1.204 , 0.    , 0.    ],[-5.3081,-4.6283,-2.5395,-5.2962],[-0.5182, 0.0384, 0.2857,-0.2431,-0.4751,-1.1884, 1.    , 0.    ],2.0124
513,[-0.5241, 0.0542, 0.2305,-0.2616,-0.2935,-1.2562, 0.    , 1.    ],[ 0.    , 0.    ,-0.3905, 0.    ],[-0.5223, 0.0491, 0.2439,-0.2402,-0.3555,-1.2403, 0.    , 1.    ],-5.6369
529,[-0.5273, 0.0663, 0.1865,-0.308 ,-0.1777,-0.8269, 0.    , 1.    ],[-1.9598,-2.1009,-0.0431,-2.0791],[-0.5258, 0.06  , 0.2079,-0.287 ,-0.2324,-1.0938, 0.    , 1.    ],-4.9078
532,[-0.5324, 0.091 , 0.1502,-0.2831,-0.0979,-0.0988, 0.    , 0.    ],[-5.06  ,-4.4955,-4.2989,-3.9993],[-0.5309, 0.084 , 0.1548,-0.3103,-0.1038,-0.1178, 0.    , 0.5   ],2.0189
533,[-0.5302, 0.0804, 0.1548,-0.3236,-0.1067,-0.1178, 0.    , 1.    ],[-0.6441, 0.    , 0.    , 0.    ],[-0.5287, 0.0731, 0.1664,-0.3248,-0.1294,-0.4554, 0.    , 1.    ],-2.6428
577,[-0.5223, 0.0491, 0.2439,-0.2402,-0.3555,-1.2403, 0.    , 1.    ],[ 0.    ,-0.2929, 0.    , 0.    ],[-0.5205, 0.0435, 0.2363,-0.265 ,-0.4157,-1.204 , 0.    , 0.    ],-17.0853
834,[-0.5154, 0.0333, 0.3049,-0.2429,-0.5124,-0.8541, 1.    , 0.    ],[-4.6992, 0.4357,-2.6183,-0.4069],[-0.5124, 0.028 , 0.3202,-0.242 ,-0.5372,-0.4959, 1.    , 0.    ],-3.3361
838,[-0.5092, 0.0227, 0.3316,-0.2405,-0.5497,-0.1137, 1.    , 0.    ],[0.5891,1.0708,0.    ,0.9656],[-0.5058, 0.0172, 0.3355,-0.2372,-0.5345, 0.3046, 1.    , 0.    ],1.7383
843,[-0.5021, 0.0121, 0.3517,-0.2219,-0.5229, 0.2311, 1.    , 1.    ],[-0.3034, 0.9826, 0.763 ,-0.2511],[-0.4984, 0.0075, 0.3622,-0.2033,-0.5129, 0.2002, 1.    , 1.    ],1.4338
846,[-0.5058, 0.0172, 0.3355,-0.2372,-0.5345, 0.3046, 1.    , 0.    ],[0.3376,0.    ,0.4992,1.192 ],[-0.5021, 0.0121, 0.3517,-0.2219,-0.5229, 0.2311, 1.    , 1.    ],11.0024
1556,[-0.5519, 0.1916, 0.1366,-0.3944,-0.0546,-0.0471, 0.    , 0.    ],[-6.9436,-6.7031, 1.8914,-6.6092],[-0.5506, 0.1831, 0.137 ,-0.3774,-0.0571,-0.0501, 0.    , 0.    ],1.412
1620,[-0.5388, 0.1178, 0.1417,-0.2347,-0.0808,-0.0585, 0.    , 0.    ],[-0.9005,-1.3428,-1.1539,-0.2298],[-0.5374, 0.1119, 0.1414,-0.2614,-0.0837,-0.0572, 0.    , 0.    ],-2.3356
2580,[-0.5814, 0.4272, 0.1416,-0.377 ,-0.0452,-0.0211, 0.    , 0.    ],[-4.7187,-3.4355,-4.1054,-4.5337],[-0.5801, 0.4181, 0.1368,-0.4034,-0.0452,-0.0017, 0.    , 0.    ],-1.7401
2584,[-0.5785, 0.4019, 0.1208,-0.419 ,-0.0416, 0.0306, 0.    , 0.    ],[-4.9237,-5.8732,-3.4783,-5.4721],[-0.5773, 0.3923, 0.1217,-0.4278,-0.0405, 0.0217, 0.    , 0.    ],-0.2544
2648,[-0.5919, 0.4907, 0.131 ,-0.2442,-0.0519, 0.04  , 0.    , 0.    ],[-0.6812,-1.0509,-0.6139,-0.424 ],[-0.5906, 0.4846, 0.131 ,-0.2709,-0.0499, 0.04  , 0.    , 0.    ],-1.6862
3076,[-0.5507, 1.1026,-0.3627,-0.2629,-0.2959,-0.0848, 0.    , 0.    ],[ 0.9865, 0.1914, 7.5698,-3.0868],[-0.5542, 1.097 ,-0.3414,-0.2509,-0.3   ,-0.082 , 0.    , 0.    ],2.049
3092,[-0.5211, 1.2133,-0.4302,-0.2662,-0.2165,-0.0618, 0.    , 0.    ],[-8.6929,-9.9084, 8.4763,-8.1346],[-0.5253, 1.2078,-0.4174,-0.2468,-0.2197,-0.0642, 0.    , 0.    ],1.8162
3140,[-0.5518, 1.0995,-0.3501,-0.2385,-0.3052,-0.1018, 0.    , 0.    ],[ 2.839 , 1.509 , 2.1274,-0.3185],[-0.5553, 1.0936,-0.3469,-0.2604,-0.3104,-0.104 , 0.    , 0.    ],-1.2083
3156,[-0.5403, 1.1877,-0.3849,-0.2269,-0.2324,-0.072 , 0.    , 0.    ],[ 5.0173,-1.4043, 1.5454,-1.8443],[-0.5441, 1.1823,-0.3792,-0.2396,-0.236 ,-0.0714, 0.    , 0.    ],-0.2806
3332,[-0.5703, 0.9537,-0.1549,-0.2717,-0.3069,-0.0391, 0.    , 0.    ],[-1.6011, 6.0296, 0.1225,-3.6125],[-0.572 , 0.947 ,-0.1645,-0.2965,-0.3067, 0.0022, 0.    , 0.    ],-2.1112
3336,[-0.6006, 0.9984,-0.1419,-0.2886,-0.3148, 0.0242, 0.    , 0.    ],[ 0.8416, 2.5521, 7.3046,-1.6679],[-0.6019, 0.9921,-0.1216,-0.2783,-0.3135, 0.0258, 0.    , 0.    ],1.9954
3348,[-0.5516, 0.8603,-0.0818,-0.2767,-0.2484,-0.0175, 0.    , 0.    ],[-2.7286, 0.0969, 2.1234,-2.6759],[-0.5524, 0.8545,-0.0698,-0.2609,-0.2495,-0.0214, 0.    , 0.    ],1.8274
3352,[-0.5653, 0.9598,-0.0999,-0.2737,-0.2359, 0.0169, 0.    , 0.    ],[-9.4259,-8.5452,-6.3   ,-8.8064],[-0.5661, 0.954 ,-0.0816,-0.2586,-0.2352, 0.0133, 0.    , 0.    ],2.1767
3396,[-0.5723, 0.9705,-0.1502,-0.2402,-0.308 ,-0.0557, 0.    , 0.    ],[ 3.2659, 0.888 ,-2.6155,-0.1781],[-0.5738, 0.9645,-0.1518,-0.2665,-0.3104,-0.0484, 0.    , 0.    ],-2.1394
3400,[-0.5888, 0.96  ,-0.0238,-0.2304,-0.3909, 0.0459, 0.    , 0.    ],[-0.7117, 1.7482, 3.6358,-0.5865],[-5.8879e-01, 9.5482e-01, 3.3459e-04,-2.2989e-01,-3.8966e-01, 2.3992e-02,0.0000e+00, 0.0000e+00],0.6269
3412,[-0.5006, 1.0095,-0.0632,-0.2496,-0.205 ,-0.0338, 0.    , 0.    ],[-2.3681, 1.2494,-1.2784,-2.4548],[-0.5013, 1.0033,-0.0727,-0.2753,-0.2047, 0.005 , 0.    , 0.    ],-2.2068
3416,[-0.5796, 0.996 ,-0.0863,-0.237 ,-0.2324, 0.0089, 0.    , 0.    ],[-3.5943,-4.4263,-4.2124,-4.8878],[-0.5804, 0.99  ,-0.0848,-0.2639,-0.2322, 0.0029, 0.    , 0.    ],-1.9962
3588,[-0.5148, 0.6903, 0.0228,-0.3309,-0.2619,-0.0515, 0.    , 0.    ],[-0.7369, 0.5254,-0.3967,-2.3863],[-0.5146, 0.6825, 0.0216,-0.3467,-0.2641,-0.0427, 0.    , 0.    ],-1.2253
