256,[-0.5174, 0.0659,-0.0065,-0.28  ,-0.4347,-0.6759, 0.    , 0.    ],[-4.9401,-6.8966,12.5099,-8.3175],[-0.5175, 0.0598, 0.0261,-0.2798,-0.4679,-0.6637, 1.    , 0.    ],6.3569
260,[-0.606 , 0.0992,-0.0113,-0.309 ,-0.3645,-0.2319, 0.    , 0.    ],[-6.6052,-6.4007, 5.07  ,-5.6685],[-0.6061, 0.0927, 0.0094,-0.2917,-0.3763,-0.2359, 0.    , 0.    ],0.3618
276,[-5.1853e-01, 9.8401e-02,-8.2716e-05,-2.7416e-01,-2.3459e-01,-1.8339e-01,0.0000e+00, 0.0000e+00],[-12.4589,-13.1153, -2.0184,-11.5173],[-0.5185, 0.0932, 0.0082,-0.233 ,-0.2445,-0.1986, 0.    , 0.    ],2.9031
320,[-0.5161, 0.0843,-0.0174,-0.1835,-0.3151,-0.6273, 0.    , 0.    ],[ -5.1696, -5.3548,-10.3432, 10.3596],[-0.5165, 0.0797,-0.0082,-0.2124,-0.3485,-0.6677, 0.    , 0.    ],-6.1444
323,[-0.5523, 0.0985,-0.0254,-0.0838,-0.3266,-0.416 , 1.    , 1.    ],[-3.9444,-5.006 ,-4.1493,-2.0126],[-0.5527, 0.0971,-0.0256,-0.0653,-0.3378,-0.2246, 1.    , 1.    ],0.5793
327,[-0.5527, 0.0971,-0.0256,-0.0653,-0.3378,-0.2246, 1.    , 1.    ],[-0.2695,-0.2018,-0.6234, 4.4197],[-5.5255e-01, 9.7131e-02, 1.9995e-02, 2.9031e-05,-3.4320e-01,-1.0736e-01,1.0000e+00, 1.0000e+00],4.1961
336,[-0.5141, 0.0968,-0.0197,-0.0919,-0.1934,-0.6066, 0.    , 0.    ],[-1.5499,-0.9781, 1.6893, 0.1285],[-0.5146, 0.0944,-0.023 ,-0.1099,-0.2232,-0.5976, 0.    , 0.    ],-4.9038
343,[-0.6137, 0.0743,-0.0016,-0.0081,-0.0155,-0.0137, 1.    , 1.    ],[-0.5394,-0.7972,-2.1339,46.0896],[-6.1369e-01, 7.4251e-02,-5.8177e-04,-4.1549e-03,-1.4816e-02, 1.3275e-02,1.0000e+00, 1.0000e+00],7.112
347,[-0.6077, 0.0349,-0.0176,-0.0397,-0.1288, 0.1397, 1.    , 1.    ],[-4.0675,-5.1074,-2.605 ,-7.4933],[-0.6078, 0.0345,-0.0112,-0.0164,-0.1244, 0.0876, 1.    , 1.    ],2.3975
358,[-0.5146, 0.0163,-0.0601,-0.0012, 0.2163,-0.0189, 1.    , 0.    ],[ 1.979 ,-0.7418,-0.556 ,-0.0259],[-0.5151, 0.0162,-0.0535,-0.0058, 0.2162,-0.0023, 1.    , 0.    ],0.5438
