21,[-0.2957, 0.0857,-0.2549,-0.3024,-0.03  ,-0.0203, 0.    , 1.    ],[ 0.    ,-0.1665,-1.5073, 0.0953],[-0.298 , 0.0793,-0.2021,-0.2857,-0.0508,-0.4171, 0.    , 1.    ],2.4027
36,[-0.7925,-0.1441,-0.264 ,-0.2832, 0.0047,-0.0171, 0.    , 0.    ],[-5.8217,-1.5469,-6.9324,-7.0462],[-0.7952,-0.1505,-0.2649,-0.2851, 0.0038,-0.0178, 0.    , 0.5   ],4.3664
37,[-0.7965,-0.1536,-0.2658,-0.2735, 0.0034,-0.0185, 0.    , 1.    ],[-0.8176, 0.0872,-1.8634,-1.4117],[-0.7988,-0.1588,-0.2375,-0.2331, 0.0068, 0.0607, 1.    , 1.    ],14.1721
40,[-0.7832,-0.1228,-0.2586,-0.298 , 0.0032, 0.0365, 0.    , 0.    ],[-7.8565,-8.8135,-2.6482,-9.3573],[-0.7859,-0.1289,-0.2652,-0.2722, 0.0047, 0.0304, 0.    , 0.    ],0.6212
49,[-0.3723,-0.1083,-0.5712,-0.2747, 0.4425,-0.5007, 0.    , 1.    ],[-5.7624,-6.0926,-5.4894,-5.0732],[-0.3785,-0.1146,-0.5731,-0.2687, 0.4004,-0.8419, 0.5   , 1.    ],8.5127
51,[-0.3847,-0.1209,-0.5881,-0.2692, 0.3608,-0.7903, 1.    , 1.    ],[-6.4381,-5.5973,-5.9346,-5.5424],[-0.3911,-0.1269,-0.6086,-0.2595, 0.3333,-0.5489, 1.    , 1.    ],0.4513
56,[-0.3006, 0.0084,-0.3692,-0.2925, 0.3884, 0.1426, 0.    , 0.    ],[ -9.3425, -9.8893,-16.7559,-11.4417],[-0.3042, 0.0016,-0.3646,-0.3038, 0.3895, 0.022 , 0.    , 0.5   ],4.082
57,[-0.4204, 0.0511,-0.2964,-0.267 , 0.4741, 0.0953, 0.    , 1.    ],[-4.3197,-4.411 ,-0.2474,-4.4594],[-0.4235, 0.0459,-0.2947,-0.2275, 0.4609,-0.2653, 0.    , 0.5   ],-1.5211
61,[-0.4605, 0.0634,-0.2803,-0.278 , 0.4577, 0.6969, 0.    , 1.    ],[-8.6548, 5.52  ,-2.1715,-7.6227],[-0.4632, 0.0574,-0.2891,-0.2706, 0.4768, 0.381 , 0.    , 1.    ],-2.2567
66,[-0.7089,-0.1703,-0.413 ,-0.1242,-0.338 ,-0.4468, 1.    , 0.    ],[-1.3201,-1.2071,-1.0281, 0.6419],[-0.7126,-0.1719,-0.3647,-0.0748,-0.3401,-0.0414, 1.    , 0.    ],4.9907
